,count
360050004001,31
360050019001,416
360050019002,30
360050019003,32
360050019004,75
360050023002,30
360050024001,27
360050027012,31
360050027021,31
360050028001,32
360050033001,64
360050033003,32
360050035002,31
360050035003,32
360050039002,31
360050039003,31
360050039005,58
360050040011,32
360050041002,32
360050043001,31
360050043002,31
360050048001,62
360050048002,32
360050050022,31
360050051001,493
360050051002,160
360050051003,31
360050054001,32
360050059022,32
360050061001,25
360050061003,50
360050063001,100
360050063002,558
360050063003,186
360050063006,93
360050065001,31
360050065002,93
360050065004,31
360050067001,93
360050069001,96
360050071002,32
360050073002,93
360050075001,32
360050075002,32
360050075004,30
360050076005,32
360050077001,32
360050078002,32
360050079003,31
360050079006,30
360050083004,31
360050086001,31
360050090002,60
360050092005,32
360050119005,28
360050141002,31
360050141003,32
360050145003,31
360050160002,32
360050165001,31
360050173003,32
360050173004,31
360050179023,31
360050181022,31
360050181024,31
360050183021,31
360050183022,31
360050185001,62
360050185003,31
360050185004,31
360050189001,60
360050193001,31
360050195001,31
360050195002,62
360050197001,31
360050197003,31
360050197004,30
360050199001,30
360050199002,62
360050199003,30
360050199005,31
360050199006,31
360050201001,31
360050202002,32
360050204003,32
360050205012,31
360050209004,31
360050213022,30
360050215011,31
360050215013,62
360050215025,31
360050216012,32
360050216022,32
360050216023,32
360050216025,30
360050217001,31
360050218003,32
360050221023,31
360050223002,31
360050227021,62
360050227031,31
360050229012,31
360050237031,31
360050237033,31
360050239001,31
360050239002,31
360050249001,25
360050253001,31
360050257001,32
360050263001,31
360050277001,32
360050279005,31
360050281003,32
360050283001,31
360050284001,84
360050285004,32
360050293021,64
360050295001,32
360050296002,30
360050301002,32
360050310002,32
360050319001,27
360050332013,32
360050334001,29
360050335002,32
360050338001,31
360050351002,32
360050359001,32
360050361002,29
360050392002,64
360050405013,32
360050409002,32
360050411001,32
360050415004,31
360050421001,62
360050421002,31
360050425001,28
360050431004,28
360050431007,31
360050451011,32
360050462014,32
360050462024,32
360050504001,30
360470001001,1140
360470001002,64
360470001003,480
360470001004,800
360470002001,64
360470003011,64
360470003012,384
360470003013,416
360470003014,288
360470003015,150
360470005011,759
360470005012,544
360470005013,704
360470005021,1888
360470005022,2016
360470007001,1024
360470007002,363
360470007003,1947
360470009001,3498
360470009002,2046
360470011001,4290
360470013001,5412
360470013002,540
360470015001,3136
360470015002,93
360470015003,7524
360470018001,54
360470020001,32
360470020002,32
360470021001,3552
360470021002,3104
360470021003,627
360470023001,124
360470023003,217
360470029011,62
360470029012,84
360470031001,192
360470031002,999
360470031003,250
360470033001,224
360470033002,3424
360470034001,32
360470035001,1856
360470035002,256
360470037001,3520
360470039001,1408
360470039002,352
360470039003,864
360470041001,1184
360470041002,288
360470041003,288
360470043001,550
360470043002,960
360470043003,961
360470043004,1440
360470045001,2541
360470045002,800
360470045003,960
360470045004,896
360470047001,693
360470049001,465
360470049002,99
360470049003,128
360470051001,155
360470051002,93
360470051003,96
360470052011,32
360470053001,5440
360470053002,99
360470053003,96
360470053004,32
360470056021,32
360470059001,192
360470059002,217
360470060001,32
360470063001,160
360470063002,64
360470065001,640
360470065002,682
360470065003,651
360470065004,510
360470065005,496
360470065006,864
360470065007,1120
360470067001,640
360470067002,832
360470067003,672
360470067004,640
360470067005,608
360470068001,96
360470068002,32
360470069001,928
360470069002,608
360470069003,512
360470069004,594
360470071001,64
360470071002,31
360470071003,31
360470072001,64
360470074001,32
360470074003,30
360470075001,384
360470075002,480
360470075003,288
360470075004,704
360470075005,990
360470076001,32
360470076003,32
360470077001,62
360470077002,288
360470077003,1280
360470077004,672
360470078001,32
360470080002,32
360470080003,31
360470082001,62
360470084001,96
360470084002,64
360470084003,32
360470088001,155
360470101001,128
360470101002,64
360470101003,32
360470102001,32
360470110001,64
360470112001,32
360470114003,32
360470117001,160
360470117002,32
360470117003,32
360470119001,1216
360470119002,480
360470119003,704
360470121001,726
360470121002,192
360470122001,62
360470122003,32
360470126002,64
360470127001,640
360470127002,600
360470127003,62
360470129011,2688
360470129012,640
360470129013,434
360470129021,1344
360470129022,800
360470129023,93
360470130001,31
360470131001,825
360470131002,704
360470131003,288
360470131004,960
360470133001,800
360470133002,527
360470133003,384
360470133004,160
360470135001,297
360470135002,512
360470135003,512
360470137001,384
360470137002,288
360470137003,960
360470139001,160
360470139002,128
360470139003,155
360470139004,403
360470141001,160
360470141002,160
360470141003,160
360470143001,416
360470143002,99
360470143003,128
360470145001,32
360470145002,128
360470145003,64
360470145004,192
360470149002,192
360470149004,64
360470149005,128
360470150002,32
360470151001,224
360470151002,128
360470151003,32
360470151004,160
360470153001,124
360470153002,288
360470153003,256
360470153004,160
360470154001,25
360470155001,128
360470155002,160
360470155003,32
360470155004,32
360470157001,224
360470157002,32
360470157003,160
360470157004,64
360470159001,768
360470159002,192
360470159003,248
360470159004,96
360470159005,128
360470160004,96
360470161001,64
360470161002,1152
360470161003,2464
360470163001,64
360470163002,64
360470163003,832
360470164001,62
360470165001,32
360470165002,32
360470165003,32
360470165004,32
360470167001,32
360470167002,32
360470167003,32
360470167004,96
360470169001,64
360470169002,93
360470169003,32
360470169005,32
360470171002,32
360470171003,64
360470176001,32
360470177001,675
360470179001,124
360470179002,128
360470179003,124
360470181001,288
360470181002,288
360470181003,480
360470181004,352
360470183001,800
360470183002,288
360470183003,160
360470185011,256
360470185012,62
360470185014,248
360470187001,297
360470188002,32
360470191001,160
360470191002,128
360470191003,544
360470193001,330
360470193002,96
360470193003,108
360470193004,90
360470194001,32
360470195001,128
360470195002,192
360470195003,128
360470195004,256
360470197001,128
360470197002,128
360470197003,256
360470197004,384
360470199001,32
360470199002,480
360470199003,372
360470199004,64
360470201001,96
360470201002,256
360470201003,224
360470201004,32
360470203001,192
360470203002,330
360470205001,256
360470205002,128
360470205003,96
360470207001,288
360470207002,96
360470207003,64
360470211002,165
360470213001,90
360470213002,31
360470215002,310
360470215003,31
360470215004,352
360470217001,93
360470217002,352
360470219001,96
360470219002,160
360470219003,256
360470221001,124
360470221002,96
360470221003,256
360470222003,32
360470224004,32
360470227001,160
360470227002,132
360470227003,128
360470227004,256
360470228003,30
360470229001,352
360470229002,217
360470229003,31
360470229004,31
360470231001,32
360470231002,96
360470233001,352
360470233002,31
360470233003,651
360470235001,198
360470235002,64
360470241001,256
360470241002,155
360470243001,256
360470243002,192
360470243003,270
360470245001,96
360470245002,96
360470245003,62
360470245004,128
360470247001,240
360470247002,288
360470249002,32
360470249003,32
360470249004,96
360470251003,32
360470253001,128
360470253002,64
360470253003,31
360470255001,31
360470255002,93
360470256001,32
360470257001,96
360470257003,32
360470258002,32
360470259011,64
360470259021,31
360470261002,30
360470261003,31
360470261004,31
360470261005,31
360470263001,32
360470265002,62
360470265003,32
360470265004,64
360470267001,64
360470267002,32
360470267003,33
360470269001,32
360470269002,32
360470269003,32
360470271001,96
360470271002,32
360470273001,33
360470273002,32
360470273003,96
360470275002,32
360470275004,32
360470277002,32
360470277004,32
360470279003,32
360470279004,64
360470281002,32
360470281003,96
360470282001,32
360470283001,31
360470285011,279
360470286002,30
360470286003,62
360470287001,341
360470289001,160
