,count
360050016004,32
360050019001,704
360050019002,60
360050019003,96
360050019004,50
360050023001,155
360050023003,31
360050028001,32
360050031001,32
360050039001,93
360050039003,62
360050039005,58
360050041002,32
360050042003,62
360050043002,31
360050043003,32
360050051001,1102
360050051002,224
360050051003,31
360050059021,32
360050061001,25
360050061003,100
360050063001,150
360050063002,1271
360050063003,248
360050063006,93
360050065001,155
360050065002,31
360050065004,155
360050067001,31
360050069001,32
360050069002,64
360050070003,64
360050071002,64
360050072002,64
360050075004,30
360050076001,31
360050077001,32
360050078001,32
360050078002,32
360050083004,62
360050083005,30
360050085005,31
360050090002,30
360050092002,32
360050092003,32
360050092005,32
360050093001,225
360050093002,30
360050093006,29
360050096002,31
360050098005,31
360050110001,75
360050129012,31
360050133003,31
360050141002,93
360050141003,32
360050149003,62
360050158001,32
360050161001,31
360050165001,31
360050167002,62
360050173001,31
360050177024,31
360050181013,31
360050181021,64
360050181022,93
360050183013,32
360050183022,31
360050185001,62
360050185002,30
360050189001,60
360050189002,31
360050193001,31
360050194001,32
360050195001,31
360050195002,124
360050195004,31
360050197002,31
360050197003,62
360050197004,90
360050199004,31
360050201001,62
360050205011,31
360050205012,31
360050205013,31
360050210027,32
360050212002,64
360050213012,32
360050213022,30
360050215013,62
360050215024,30
360050216022,32
360050221022,31
360050227012,31
360050231001,96
360050235011,31
360050237041,31
360050238001,29
360050241001,31
360050244001,32
360050245014,31
360050247002,31
360050250001,33
360050263001,62
360050263005,31
360050269001,31
360050279003,32
360050283001,31
360050285001,32
360050285004,64
360050287002,31
360050289001,31
360050289002,31
360050293021,32
360050295001,64
360050295003,32
360050295004,31
360050296002,30
360050307012,32
360050309004,32
360050314002,32
360050328001,32
360050330003,31
360050340004,32
360050351001,30
360050351003,32
360050363004,217
360050373001,31
360050379001,31
360050380003,31
360050387001,31
360050391005,30
360050395004,31
360050397001,62
360050399021,31
360050405022,31
360050409002,64
360050418003,32
360050421001,31
360050424002,32
360050435001,30
360050462011,31
360470001001,1380
360470001002,128
360470001003,448
360470001004,608
360470002001,128
360470003011,64
360470003012,416
360470003013,384
360470003014,320
360470003015,60
360470005011,1287
360470005012,320
360470005013,512
360470005021,1600
360470005022,2016
360470007001,1088
360470007002,297
360470007003,1254
360470009001,4026
360470009002,2277
360470011001,5247
360470013001,5973
360470013002,648
360470015001,2528
360470015002,310
360470015003,8316
360470018001,135
360470021001,2752
360470021002,2848
360470021003,858
360470022003,32
360470023001,155
360470023002,62
360470023003,279
360470029011,93
360470029012,252
360470030001,33
360470031001,224
360470031002,810
360470031003,475
360470033001,352
360470033002,3552
360470035001,2400
360470035002,160
360470037001,3232
360470039001,1312
360470039002,352
360470039003,608
360470041001,1248
360470041002,288
360470041003,384
360470043001,500
360470043002,1440
360470043003,930
360470043004,1600
360470045001,2046
360470045002,800
360470045003,864
360470045004,928
360470047001,726
360470049001,403
360470049002,99
360470049003,160
360470050002,32
360470051001,217
360470051002,31
360470051003,64
360470053001,64
