,count
360050001001,27
360050016004,32
360050019001,896
360050019003,96
360050023001,93
360050023003,31
360050024001,27
360050025001,60
360050025004,31
360050025005,32
360050027022,124
360050028001,64
360050028003,31
360050038001,32
360050039002,93
360050039003,62
360050039005,29
360050040011,32
360050041002,64
360050042001,31
360050042005,32
360050042006,25
360050043002,62
360050044001,31
360050044003,64
360050046001,64
360050051001,841
360050051002,192
360050051003,124
360050052001,32
360050054002,32
360050060001,32
360050061001,25
360050061003,125
360050062004,62
360050063001,125
360050063002,1054
360050063003,403
360050063006,155
360050065001,155
360050065002,155
360050065004,248
360050067001,62
360050067002,31
360050069001,96
360050069003,30
360050071002,64
360050072001,32
360050072002,32
360050072003,93
360050073003,31
360050075003,62
360050075004,60
360050076004,32
360050078001,32
360050079001,31
360050083004,124
360050085005,31
360050086001,31
360050090001,26
360050092002,32
360050098005,31
360050118001,32
360050119005,28
360050125001,32
360050135003,32
360050141001,31
360050141002,62
360050145003,31
360050147012,62
360050149003,31
360050152001,33
360050153001,31
360050153003,32
360050158001,32
360050165001,62
360050169001,32
360050171001,25
360050173003,64
360050173004,31
360050177022,31
360050179013,31
360050179023,31
360050181013,31
360050181022,93
360050181023,31
360050181024,31
360050183011,62
360050183021,31
360050183022,124
360050185001,62
360050185003,62
360050185004,31
360050185005,31
360050189001,150
360050189002,31
360050189003,31
360050193001,31
360050195001,62
360050195002,279
360050195004,62
360050197001,62
360050197002,31
360050197003,31
360050197005,30
360050200001,64
360050200004,31
360050201001,31
360050204003,32
360050205011,31
360050205012,31
360050205023,32
360050209003,31
360050210014,32
360050212003,32
360050215024,30
360050217003,31
360050219001,93
360050220001,32
360050221012,31
360050221021,31
360050221023,62
360050222001,32
360050224012,31
360050224031,31
360050227031,31
360050229015,32
360050230001,64
360050233011,62
360050235011,62
360050236001,31
360050237021,31
360050237031,93
360050237043,60
360050238001,29
360050239003,31
360050239005,31
360050248001,64
360050251005,62
360050255003,30
360050263001,62
360050265004,31
360050267011,31
360050267012,31
360050269001,155
360050273001,31
360050274014,32
360050274021,32
360050276001,25
360050281002,32
360050283001,93
360050284001,28
360050285003,30
360050286001,64
360050287002,31
360050287003,93
360050289001,62
360050289002,31
360050293012,32
360050293021,64
360050295002,32
360050300001,31
360050334001,58
360050336002,31
360050337003,32
360050350001,32
360050351001,30
360050363004,31
360050364002,32
360050365013,31
360050373002,32
360050378003,62
360050379001,93
360050381006,31
360050383011,31
360050383021,31
360050387001,31
360050395004,31
360050397001,62
360050399011,31
360050407022,31
360050407023,31
360050419005,31
360050429021,32
360050431007,31
360050451021,32
360050462012,32
360050516001,30
360470001001,960
360470001002,128
360470001003,512
360470001004,608
360470002001,96
360470003012,544
360470003013,384
360470003014,416
360470003015,90
360470005011,858
360470005012,544
360470005013,768
360470005021,2016
360470005022,2944
360470007001,1536
360470007002,561
360470007003,1947
360470009001,4422
360470009002,2211
360470011001,5412
360470013001,5841
360470013002,432
360470015001,2848
360470015002,217
360470015003,8382
360470018001,189
360470021001,3168
360470021002,2752
360470021003,627
360470023001,31
360470023002,31
360470023003,341
360470029011,124
360470029012,420
360470031001,256
360470031002,891
360470031003,525
360470033001,288
360470033002,5120
360470035001,3776
360470035002,640
360470036003,32
360470037001,2944
360470039001,2016
360470039002,288
360470039003,1568
360470041001,960
360470041002,480
360470041003,416
360470043001,700
360470043002,1056
360470043003,1085
360470043004,1440
360470045001,2178
360470045002,832
360470045003,928
360470045004,1216
360470047001,660
360470049001,465
360470049002,198
360470049003,192
360470051001,248
360470051002,124
360470051003,192
360470053001,160
360470053002,363
360470053003,192
360470053004,64
360470054003,32
360470056012,32
360470059001,224
360470059002,248
360470060001,32
360470060002,32
360470062001,64
360470062002,32
360470063001,352
360470063002,192
360470064001,32
360470064002,32
360470065001,992
360470065002,837
360470065003,806
360470065004,930
360470065005,527
360470065006,1440
360470065007,704
360470067001,672
360470067002,1056
360470067003,1056
360470067004,1152
360470067005,768
360470068001,64
360470068002,64
360470069001,896
360470069002,544
360470069003,1056
360470069004,990
360470070002,32
360470071001,32
360470071002,248
360470071003,62
360470071004,31
360470074002,32
360470074003,60
360470075001,352
360470075002,928
360470075003,576
360470075004,448
360470075005,690
360470076002,96
360470077001,217
360470077002,512
360470077003,1280
360470077004,832
360470080001,32
360470082001,31
360470082002,64
360470084001,224
360470084002,64
360470084003,128
360470085003,31
360470092003,32
360470098001,32
360470101001,320
360470101002,32
360470101003,32
360470102001,32
360470106003,32
360470114001,32
360470117001,32
360470117002,96
360470117003,96
360470119001,1280
360470119002,576
360470119003,992
360470120001,96
360470121001,561
360470121002,384
360470122001,31
360470126001,32
360470127001,352
360470127002,750
360470128011,33
360470129011,4096
360470129012,864
360470129013,279
360470129021,1952
360470129022,960
360470129023,279
360470130001,31
360470130004,93
360470131001,693
360470131002,480
360470131003,480
360470131004,1472
360470132002,32
360470133001,1216
360470133002,992
360470133003,832
360470133004,192
360470134001,32
360470134002,32
360470135001,297
360470135002,512
360470135003,352
360470136001,32
360470136004,31
360470137001,512
360470137002,416
360470137003,1216
360470138003,32
360470139001,224
360470139002,224
360470139003,372
360470139004,403
360470140002,32
360470141001,160
360470141002,96
360470141003,384
360470143001,704
360470143002,165
360470143003,96
360470145001,160
360470145002,288
360470145003,64
360470145004,256
360470147001,32
360470147002,66
360470149001,32
360470149002,320
360470149003,32
360470149004,32
360470151001,224
360470151002,160
360470151003,32
360470151004,96
360470153001,186
360470153002,256
360470153003,192
360470153004,96
360470155001,128
360470155002,160
360470155003,64
360470155004,64
360470157001,160
360470157002,160
360470157003,256
360470157004,192
360470159001,1536
360470159002,128
360470159003,186
360470159004,32
360470159005,256
360470160002,32
360470160003,32
360470160004,96
360470161001,128
360470161002,992
360470161003,2240
360470162001,32
360470163001,288
360470163002,352
360470163003,672
360470165001,96
360470165002,128
360470165003,96
360470165004,32
360470167001,32
360470167002,32
360470167004,256
360470169001,64
360470169002,93
360470169003,32
360470169004,31
360470169005,32
360470171001,160
360470175001,50
360470177001,875
360470179001,217
360470179002,416
360470179003,31
360470181001,224
360470181002,416
360470181003,576
360470181004,352
360470183001,1152
360470183002,512
360470183003,160
360470185011,192
360470185014,155
360470187001,726
360470191001,416
360470191002,192
360470191003,736
360470193001,180
360470193002,160
360470193003,243
360470193004,30
360470194003,32
360470195001,224
360470195002,192
360470195003,160
360470195004,416
360470197001,320
360470197002,160
360470197003,224
360470197004,384
360470199001,96
360470199002,800
360470199003,434
360470201001,224
360470201002,576
360470201003,192
360470201004,32
360470203001,416
360470203002,396
360470205001,224
360470205002,320
360470205003,160
360470206001,33
360470207001,128
360470207002,128
360470207003,96
360470208003,32
360470211001,96
360470211002,99
360470212003,31
360470213001,150
360470213003,62
360470215001,186
360470215002,93
360470215003,31
360470215004,512
360470217001,186
360470217002,480
360470219001,96
360470219002,128
360470219003,384
360470221001,186
360470221002,160
360470221003,192
360470227001,256
360470227002,429
360470227003,192
360470227004,512
360470228001,32
360470229001,288
360470229002,155
360470229003,62
360470229004,93
360470231001,64
360470231002,96
360470232005,32
360470233001,256
360470233002,124
360470233003,496
360470235001,231
360470235002,32
360470236001,31
360470241001,576
360470241002,155
360470243001,448
360470243002,256
360470243003,210
360470244003,64
360470245001,96
360470245002,224
360470245003,62
360470245004,224
360470247001,450
360470247002,224
360470249001,32
360470249002,64
360470249004,96
360470251001,93
360470251003,32
360470252001,32
360470253001,128
360470253002,32
360470253003,62
360470255001,93
360470255002,31
360470257001,128
360470257003,32
360470258002,32
360470259011,64
360470260001,64
360470261001,31
360470261002,120
360470261003,93
360470261004,155
360470261005,93
360470263001,64
360470265002,31
360470265003,32
360470265004,32
360470267001,160
360470267002,64
360470267004,64
360470269001,32
360470269002,96
360470269003,224
360470271001,32
360470271002,96
360470273003,96
360470275001,31
360470275002,64
360470275003,32
360470275004,64
360470277003,64
360470279003,64
360470279004,32
360470281001,62
360470281002,32
360470281003,128
360470283001,31
360470283002,62
360470283003,32
360470284001,32
360470284002,31
360470284003,32
360470285011,496
360470285021,186
360470286002,30
360470287001,775
360470287003,32
360470289001,256
360470290003,32
360470291001,64
360470291002,31
360470294001,32
360470295001,32
360470295003,128
360470295004,64
360470297001,96
360470297002,160
360470299001,64
360470301001,32
360470301003,32
360470303003,32
360470305001,248
360470305002,93
360470305003,160
360470305004,128
360470307003,64
360470309001,124
360470309002,64
360470311001,31
360470311002,32
360470311003,99
360470313001,62
360470313002,64
360470313003,96
360470313004,160
360470314004,32
360470315001,256
360470315002,93
360470315003,160
360470315004,180
360470317012,64
360470317013,32
360470317021,128
360470317022,192
360470317023,31
360470319001,160
360470319002,32
360470321001,224
360470321002,93
360470323001,62
360470323002,64
360470323003,33
360470325001,93
360470325002,31
360470325003,31
360470326002,31
360470327001,32
360470327002,32
360470327003,217
360470329002,62
360470329004,32
360470337001,128
360470337002,62
360470337003,96
360470339002,30
360470341003,62
360470343002,64
360470343003,32
360470347001,32
360470349004,31
360470351001,62
360470351002,96
360470351003,32
360470353002,32
360470355003,32
360470359001,32
360470359002,31
360470359003,31
360470359004,31
360470361002,32
360470363002,32
360470365021,64
360470367001,64
360470369002,62
360470370003,32
360470371002,32
360470371005,128
360470373001,31
360470373004,32
360470375002,96
360470375003,32
360470377002,32
360470379002,32
360470381002,93
360470381003,32
360470383002,64
360470383003,32
360470383004,33
360470385004,30
360470387001,99
360470389001,416
360470389002,124
360470389003,682
360470391001,155
360470391002,589
360470393001,352
360470393002,384
360470393003,217
360470395001,64
360470395002,217
360470395003,192
360470397002,96
360470397003,64
360470399002,64
360470399003,93
360470400001,32
360470401001,32
360470401002,32
360470401003,96
360470403002,32
360470409002,64
360470409003,32
360470414012,32
360470414021,32
360470419002,62
360470419003,32
360470421002,31
360470421003,31
360470421004,32
360470423001,512
360470423002,155
360470423003,31
360470424001,32
360470425001,62
360470425002,62
360470425003,128
360470427001,64
360470427002,224
360470427003,124
360470427004,288
360470429001,31
360470429003,32
360470431001,160
360470431002,62
360470431003,62
360470433002,124
360470433003,32
360470435001,62
360470435002,96
360470436003,32
360470437001,31
360470437004,32
360470439003,155
360470441001,186
360470441002,96
360470442002,32
360470443002,64
360470443003,30
360470443004,62
360470445001,288
360470445002,124
360470445003,96
360470446001,93
360470447001,512
360470447002,240
360470448001,96
360470448002,33
360470449001,58
360470449002,31
360470449003,384
360470449004,648
360470450001,96
360470453001,806
360470453002,744
360470454001,32
360470456001,32
360470458001,32
360470460001,32
360470460002,32
360470460003,64
360470462011,32
360470462021,32
360470462022,32
360470477001,928
360470477002,561
360470478001,32
360470480002,64
360470481001,160
360470481002,434
360470481003,217
360470482002,32
360470482003,155
360470482004,64
360470484001,33
360470485001,1312
360470485002,1089
360470486001,32
360470488001,32
360470489001,31
360470489002,62
360470490001,64
360470490002,32
360470491001,256
360470491002,310
360470491003,150
360470491004,248
360470492001,160
360470492002,96
360470493001,310
360470493002,434
360470493003,1581
360470493004,210
360470493005,112
360470494001,96
360470494002,64
360470495001,928
360470495002,736
360470495003,800
360470496001,32
360470497001,96
360470497002,1056
360470497003,928
360470498001,32
360470498002,32
360470499001,192
360470499002,288
360470500002,32
360470501001,64
360470501002,864
360470501003,5280
360470503001,960
360470503002,672
360470503003,1440
360470504002,32
360470504003,128
360470505001,62
360470505002,384
360470505003,155
360470506001,62
360470506002,32
360470506004,32
360470507001,330
360470508012,93
360470508031,198
360470508041,31
360470509001,416
360470510012,93
360470510023,31
360470511001,186
360470511002,279
360470511003,96
360470513001,3904
360470513002,576
360470513003,2418
360470513004,744
360470515001,1419
360470516013,32
360470516021,31
360470516022,32
360470517001,2112
360470517002,2208
360470518001,96
360470518002,32
360470519001,2496
360470519002,2480
360470519003,6752
360470520002,32
360470523001,800
360470523002,1519
360470523003,3072
360470523004,2340
360470523005,928
360470525001,2759
360470525002,62
360470526001,32
360470526002,64
360470527001,62
360470527002,31
360470527003,540
360470527004,1054
360470527005,93
360470527006,93
360470528002,32
360470529001,32
360470529002,96
360470529003,775
360470530003,128
360470531001,160
360470531002,32
360470531003,31
360470532001,32
360470532002,66
360470533002,64
360470533003,32
360470533004,32
360470533005,64
360470534002,32
360470535001,31
360470535002,31
360470535003,62
360470537001,93
360470537002,320
360470538001,32
360470539001,32
360470539002,32
360470542002,132
360470543001,130
360470543002,186
360470545002,31
360470545004,30
360470547001,96
360470547002,62
360470547003,192
360470549001,957
360470549002,4557
360470551001,1581
360470551002,1856
360470551003,1023
360470551004,768
360470552002,32
360470553001,6240
360470553002,3264
360470553003,3904
360470555001,7920
360470557001,736
360470557002,6448
360470561001,352
360470561002,224
360470561003,1408
360470561004,128
360470563001,224
360470563002,62
360470563003,416
360470563004,416
360470565001,736
360470565002,341
360470565003,1344
360470569001,2573
360470569002,1344
360470571001,192
360470571002,32
360470571003,672
360470571004,620
360470573001,64
360470573002,352
360470573003,31
360470575001,256
360470575002,224
360470575003,544
360470575004,620
360470578001,32
360470579001,155
360470579002,651
360470584001,32
360470584002,32
360470589001,128
360470589002,32
360470591001,128
