,count
360050004002,32
360050019001,768
360050019004,350
360050023001,93
360050023003,31
360050025001,60
360050027022,31
360050028001,32
360050039002,62
360050039003,93
360050039005,87
360050041002,32
360050043002,62
360050048001,31
360050050012,31
360050051001,899
360050051002,192
360050051003,62
360050056003,32
360050061001,25
360050061003,25
360050062004,31
360050063001,75
360050063002,682
360050063003,341
360050063006,806
360050065001,186
360050065002,62
360050065004,124
360050067001,31
360050067003,31
360050069001,64
360050071002,32
360050072001,32
360050075001,32
360050075002,32
360050075003,31
360050083004,31
360050085002,32
360050089001,32
360050089002,31
360050092003,32
360050110001,50
360050117002,25
360050133001,31
360050138001,33
360050141001,93
360050141002,93
360050143001,96
360050169001,32
360050173003,32
360050181011,31
360050183011,31
360050183021,31
360050184002,32
360050185001,31
360050195002,62
360050195004,62
360050197001,31
360050197002,31
360050197004,30
360050199001,30
360050199006,31
360050202002,32
360050205012,31
360050210021,32
360050211004,31
360050215021,31
360050219001,93
360050221021,31
360050221023,31
360050222002,31
360050224011,32
360050224012,31
360050228004,31
360050231001,32
360050235011,31
360050248001,32
360050255003,30
360050265003,31
360050266011,31
360050269001,31
360050274014,32
360050279006,31
360050284001,28
360050289001,62
360050289003,32
360050293011,32
360050293024,32
360050297001,32
360050330004,31
360050332011,33
360050345002,31
360050363004,62
360050364003,32
360050379001,31
360050383021,31
360050395001,30
360050401005,30
360050418001,31
360050419001,30
360050420001,31
360050429013,31
360050431007,31
360050435001,30
360050451012,32
360050462011,31
360050462021,31
360050462024,32
360050504001,30
360470001001,690
360470001002,160
360470001003,832
360470001004,992
360470002001,32
360470003011,96
360470003012,768
360470003013,576
360470003014,800
360470003015,120
360470005011,1155
360470005012,544
360470005013,896
360470005021,1568
360470005022,2304
360470007001,992
360470007002,858
360470007003,1815
360470009001,4884
360470009002,2112
360470011001,5313
360470013001,5511
360470013002,621
360470015001,2528
360470015002,217
360470015003,6930
360470018001,27
360470020002,64
360470021001,2880
360470021002,2688
360470021003,429
360470023001,93
360470023003,496
360470029011,124
360470029012,56
360470031001,160
360470031002,810
360470031003,350
360470033001,224
360470033002,3168
360470035001,2432
360470035002,288
360470037001,2592
360470039001,1344
360470039002,224
360470039003,544
360470041001,1216
360470041002,160
360470041003,256
360470043001,450
360470043002,928
360470043003,1023
360470043004,1024
360470044002,32
360470045001,1881
360470045002,992
360470045003,960
360470045004,1504
360470046001,32
360470047001,660
360470049001,372
360470049002,264
360470049003,128
360470051001,93
360470051002,124
360470051003,32
360470052011,32
