,count
360050001001,54
360050019001,672
360050019002,30
360050019004,75
360050023001,93
360050023003,93
360050024001,27
360050025001,60
360050025005,32
360050027023,30
360050028001,32
360050031001,32
360050033002,32
360050037001,30
360050039001,31
360050039002,31
360050039003,31
360050039005,58
360050041002,32
360050042006,25
360050043001,31
360050044003,64
360050050013,31
360050050023,31
360050051001,986
360050051002,96
360050054001,32
360050059022,64
360050060001,96
360050061001,25
360050061002,31
360050061003,125
360050062002,31
360050062003,31
360050063001,275
360050063002,837
360050063003,248
360050063005,31
360050063006,31
360050065001,62
360050065002,124
360050065003,31
360050065004,124
360050067001,62
360050067002,31
360050067006,31
360050069001,32
360050069002,64
360050071002,32
360050073002,31
360050078001,32
360050079006,30
360050083004,62
360050087005,62
360050092003,96
360050092004,32
360050093001,25
360050110001,25
360050115021,31
360050115022,31
360050121012,33
360050123001,30
360050129011,64
360050132005,32
360050141002,124
360050141003,32
360050143001,160
360050144006,30
360050145004,31
360050147012,31
360050147022,31
360050157002,32
360050161001,31
360050161004,31
360050163001,25
360050173001,31
360050173003,32
360050175002,62
360050177024,31
360050179013,31
360050181022,31
360050181024,31
360050183022,31
360050185001,62
360050185003,31
360050185004,31
360050189001,120
360050189002,31
360050189004,31
360050193001,31
360050195002,155
360050197001,93
360050197003,31
360050197004,30
360050197005,30
360050200001,64
360050200002,31
360050200003,31
360050202001,32
360050202002,64
360050205011,62
360050205012,31
360050210023,25
360050211003,32
360050215013,31
360050215021,31
360050216012,64
360050216022,64
360050216024,32
360050216025,60
360050217001,31
360050222001,32
360050222004,64
360050223002,31
360050223003,31
360050223004,31
360050224012,31
360050227011,31
360050227013,93
360050227021,31
360050228002,31
360050229013,93
360050231001,64
360050237031,31
360050241003,31
360050244002,32
360050245011,31
360050245012,62
360050251007,31
360050252002,32
360050253001,62
360050255001,62
360050257001,32
360050261001,32
360050264002,32
360050265002,31
360050265003,31
360050269001,93
360050269002,32
360050273003,31
360050283001,31
360050284001,56
360050285002,31
360050287003,93
360050289001,124
360050293023,32
360050293024,32
360050297003,32
360050300003,31
360050307014,31
360050323004,32
360050332022,32
360050334001,58
360050337003,32
360050351002,32
360050365013,31
360050374004,31
360050378003,62
360050383013,31
360050385001,30
360050387002,31
360050389003,31
360050394002,31
360050397001,124
360050401002,31
360050401003,31
360050403032,32
360050403033,31
360050407012,31
360050409002,64
360050414002,32
360050418001,31
360050425001,28
360050425003,31
360050425005,31
360050426005,30
360050431007,31
360050448001,32
360050451011,32
360050451012,32
360470001001,450
360470001002,64
360470001003,608
360470001004,736
360470002001,96
360470003011,96
360470003012,512
360470003013,448
360470003014,96
360470003015,180
360470005011,594
360470005012,352
360470005013,576
360470005021,1856
360470005022,2144
360470007001,1088
360470007002,561
360470007003,2343
360470009001,3960
360470009002,2343
360470011001,5082
360470013001,3927
360470013002,405
360470015001,3104
360470015002,279
360470015003,6567
360470018001,54
360470021001,2400
360470021002,2432
360470021003,528
360470022002,64
360470023001,248
360470023002,62
360470023003,310
360470029011,93
360470029012,56
360470031001,288
360470031002,1053
360470031003,450
360470033001,416
360470033002,4032
360470035001,2624
360470035002,384
360470037001,1984
360470039001,1824
360470039002,320
360470039003,1376
360470041001,1344
360470041002,320
360470041003,352
360470043001,500
360470043002,1312
360470043003,930
360470043004,1344
360470045001,2805
360470045002,672
360470045003,672
360470045004,1376
360470047001,495
360470049001,465
360470049002,198
360470051001,93
360470051002,93
360470051003,128
360470052022,32
360470053001,544
360470053002,132
360470053003,32
360470056021,32
360470059001,128
360470059002,341
360470060001,64
360470060002,32
360470062003,32
360470063001,256
360470063002,128
360470064001,32
360470065001,928
360470065002,682
360470065003,682
360470065004,690
360470065005,465
360470065006,992
360470065007,896
360470066001,32
360470067001,768
360470067002,608
360470067003,1248
360470067004,1056
360470067005,1088
360470068002,64
360470069001,1184
360470069002,1024
360470069003,1024
360470069004,1023
360470070001,62
360470070002,64
360470071001,32
360470071002,62
360470071004,31
360470074002,96
360470074004,32
360470075001,256
360470075002,736
360470075003,352
360470075004,480
360470075005,660
360470076001,32
360470077001,62
360470077002,480
360470077003,1504
360470077004,1152
360470078003,32
360470080001,64
360470080002,64
360470082001,62
360470084001,96
360470084002,96
360470084003,32
360470085002,60
360470090001,33
360470092002,32
360470101001,192
360470101002,64
360470101003,32
360470102001,32
360470106001,32
360470110002,32
360470117001,64
360470117002,64
360470117003,128
360470119001,960
360470119002,608
360470119003,1024
360470120001,64
360470121001,594
360470121002,224
360470122002,32
360470122003,32
360470126001,32
360470127001,416
360470127002,720
360470127003,93
360470128011,33
360470129011,2848
360470129012,1376
360470129013,217
360470129021,1600
360470129022,704
360470129023,186
360470130001,31
360470131001,858
360470131002,544
360470131003,416
360470131004,768
360470133001,1312
360470133002,713
360470133003,544
360470133004,320
360470135001,231
360470135002,544
360470135003,320
360470137001,384
360470137002,320
360470137003,1184
360470138003,32
360470139001,160
360470139002,192
360470139003,248
360470139004,217
360470140002,32
360470141001,192
360470141002,288
360470141003,512
360470143001,448
360470143002,66
360470143003,160
360470145001,32
360470145002,192
360470145003,96
360470145004,352
360470149001,160
360470149002,192
360470149003,64
