,count
360050016001,32
360050019001,544
360050019003,96
360050019004,50
360050023001,93
360050027022,31
360050035001,31
360050039001,31
360050039003,31
360050041001,31
360050041002,32
360050041003,25
360050043002,31
360050044003,192
360050048001,31
360050050022,31
360050051001,522
360050051002,96
360050051003,62
360050053001,31
360050053002,31
360050060001,32
360050061001,50
360050063001,150
360050063002,589
360050063003,248
360050063006,155
360050064001,32
360050065001,93
360050065003,31
360050065004,155
360050067006,31
360050070003,32
360050071002,96
360050074003,31
360050075003,31
360050078002,32
360050079004,31
360050085005,31
360050093001,25
360050098003,32
360050110001,25
360050119003,32
360050121021,31
360050141001,31
360050141002,31
360050143001,32
360050144006,30
360050145001,31
360050145004,31
360050165001,31
360050171001,25
360050175003,31
360050177013,30
360050181011,31
360050181022,31
360050181024,31
360050183011,31
360050183012,31
360050183013,32
360050183021,31
360050183022,31
360050193001,31
360050195001,31
360050195002,155
360050197001,31
360050197003,31
360050199001,30
360050199002,31
360050200001,64
360050201001,31
360050202002,32
360050204003,32
360050205011,31
360050206011,32
360050206012,32
360050210014,32
360050211001,32
360050213022,30
360050216021,31
360050216023,32
360050219001,62
360050221012,31
360050222003,31
360050222004,32
360050227012,31
360050227013,31
360050227031,31
360050233011,31
360050236001,31
360050237042,31
360050238001,29
360050238003,32
360050241004,31
360050243002,32
360050245011,31
360050247002,62
360050248001,64
360050253002,31
360050257001,32
360050261001,32
360050263001,31
360050266011,31
360050269001,31
360050273003,62
360050283001,31
360050284001,28
360050289001,31
360050296001,32
360050297001,32
360050301002,32
360050334001,29
360050374002,32
360050379001,31
360050381005,31
360050387001,31
360050393002,32
360050395004,31
360050397001,31
360050397002,31
360050399024,31
360050415006,31
360050419001,30
360050421001,62
360050449011,32
360050462011,31
360050462017,32
360470001001,1170
360470001002,224
360470001003,608
360470001004,608
360470002001,32
360470003011,32
360470003012,320
360470003013,448
360470003014,512
360470003015,60
360470005011,924
360470005012,352
360470005013,512
360470005021,1472
360470005022,1792
360470007001,1088
360470007002,627
360470007003,1551
360470009001,3828
360470009002,1584
360470011001,4323
360470013001,4785
360470013002,324
360470015001,2368
360470015002,217
360470015003,7293
360470018001,108
360470020002,32
360470021001,3072
360470021002,2720
360470021003,594
360470022001,31
360470023001,155
360470023003,248
360470029011,93
360470029012,196
360470031001,128
360470031002,621
360470031003,300
360470033001,256
360470033002,2784
360470034001,32
360470035001,1376
360470035002,192
360470037001,2464
360470039001,1056
360470039002,256
360470039003,736
360470041001,832
360470041002,256
360470041003,320
360470043001,375
360470043002,864
360470043003,961
360470043004,1088
360470044001,32
360470045001,1419
360470045002,1024
360470045003,672
360470045004,1088
360470047001,693
360470049001,93
360470049002,33
360470049003,96
360470051001,217
360470051002,93
360470051003,160
360470053001,5248
360470053002,132
360470053003,96
360470053004,96
360470056021,64
360470058002,32
360470059001,128
360470059002,403
360470062001,32
360470062002,32
360470063001,32
360470063002,64
360470064001,32
360470065001,544
360470065002,744
360470065003,682
360470065004,570
360470065005,496
360470065006,2048
360470065007,1056
360470067001,832
360470067002,704
360470067003,800
360470067004,1024
360470067005,896
360470068001,32
360470068003,32
360470069001,608
360470069002,448
360470069003,576
360470069004,759
360470071001,128
360470071002,31
360470071004,31
360470072001,32
360470074001,32
360470074002,32
360470074003,30
360470074004,32
360470075001,256
360470075002,640
360470075003,224
360470075004,320
360470075005,480
360470076001,64
360470076002,32
360470077001,124
360470077002,160
360470077003,960
360470077004,576
360470078002,64
360470080001,64
360470080002,32
360470082002,32
360470084001,128
360470084002,64
360470084003,32
360470088001,31
360470092001,32
360470101001,64
360470101002,96
360470101003,32
360470106003,32
360470114001,32
360470117001,96
360470117002,32
360470117003,64
360470119001,928
360470119002,352
360470119003,800
360470120001,32
360470121001,396
360470121002,96
360470122003,64
360470127001,288
360470127002,420
360470127003,93
360470129011,1696
360470129012,576
360470129013,372
360470129021,704
360470129022,480
360470129023,124
360470130001,31
360470131001,231
360470131002,416
360470131003,352
360470131004,480
360470133001,640
360470133002,682
360470133003,288
360470133004,224
360470134001,32
360470135001,66
360470135002,640
360470135003,384
360470136002,32
360470136004,31
360470137001,224
360470137002,352
360470137003,448
360470138003,64
360470139001,160
360470139002,32
360470139003,186
360470139004,341
360470141001,128
360470141002,128
360470141003,224
360470142001,32
360470143001,416
360470143002,165
360470143003,64
360470145002,160
